CarName,TrackName,Time,TransGear[TransGear],VehicleSpeed[mph],EngineSpeed[rpm],LapNumber
10,St Petersburg,3314.38,2.0,52.555039,6065.06666,1
10,St Petersburg,2455.78,2.0,59.967102,7114.666659,1
10,St Petersburg,4079.16,3.0,97.421463,10262.99999,1
10,St Petersburg,1600.2,5.0,122.558646,9476.999989,1
10,St Petersburg,2218.12,2.0,64.565905,8115.999991,1
10,St Petersburg,889.1,3.0,91.732349,9444.999989,1
10,St Petersburg,3829.12,4.0,126.964528,11427.19999,1
10,St Petersburg,1194.72,2.0,64.76293,7376.999992,1
10,St Petersburg,4420.2,4.0,119.935486,11055.49999,1
10,St Petersburg,2234.72,4.0,136.392511,10779.46665,1
10,St Petersburg,2385.78,2.0,58.64744,7298.799992,1
10,St Petersburg,2978.08,1.0,67.045144,9561.599989,1
10,St Petersburg,1636.42,2.0,78.140148,10194.33332,1
10,St Petersburg,1211.06,3.0,125.762364,11382.59999,1
10,St Petersburg,2470.46,3.0,109.477993,11557.59999,1
10,St Petersburg,2416.36,2.0,52.154831,6579.399992,1
10,St Petersburg,2711.28,3.0,70.756049,6985.199992,1
10,St Petersburg,2378.7,6.0,152.433165,10377.99999,1
10,St Petersburg,1891.7,2.0,72.914865,8238.499991,1
10,St Petersburg,1813.78,5.0,144.530592,11333.19999,1
10,St Petersburg,2421.64,4.0,131.397604,11689.39999,1
10,St Petersburg,4140.0,2.0,64.587454,8176.999991,1
10,St Petersburg,4096.12,6.0,154.344929,10861.79999,1
10,St Petersburg,1195.04,2.0,62.540235,7131.799992,1
10,St Petersburg,4387.14,5.0,135.27475,9190.266656,1
10,St Petersburg,2145.54,2.0,89.425507,11335.86665,1
10,St Petersburg,4812.32,2.0,62.497906,7008.999992,1
10,St Petersburg,1598.38,5.0,143.844594,11228.59999,1
10,St Petersburg,1967.72,6.0,63.026642,7895.999991,1
10,St Petersburg,803.04,3.0,86.857504,8374.39999,1
10,St Petersburg,1488.74,6.0,163.713907,11448.19999,1
10,St Petersburg,2018.0,2.0,60.274954,7149.333325,1
10,St Petersburg,1566.2,5.0,136.617243,10326.33332,1
10,St Petersburg,3372.1,2.0,56.321615,6762.999992,1
10,St Petersburg,4910.94,6.0,162.429906,11019.59999,1
10,St Petersburg,1421.38,4.0,126.978894,11406.93332,1
10,St Petersburg,1620.4,2.0,90.422436,10590.19999,1
10,St Petersburg,4845.04,5.0,143.017497,11280.59999,1
10,St Petersburg,3515.52,2.0,61.429401,7430.733325,1
10,St Petersburg,779.2,2.0,60.708513,7433.999992,1
10,St Petersburg,2404.48,6.0,71.614188,8021.799991,1
10,St Petersburg,4709.6,5.0,141.17346,10774.99999,1
10,St Petersburg,1925.18,6.0,163.526117,11427.26665,1
10,St Petersburg,4104.12,2.0,71.058514,8943.19999,1
10,St Petersburg,3354.1,3.0,90.590729,9559.999989,1
10,St Petersburg,740.22,3.0,114.327183,11499.59999,1
10,St Petersburg,1360.6,4.0,144.734287,11378.33332,1
10,St Petersburg,3963.12,2.0,54.655363,6759.399992,1
10,St Petersburg,4007.92,4.0,141.322769,11138.39999,1
10,St Petersburg,1184.54,2.0,98.421983,10136.39999,1
10,St Petersburg,3211.0,5.0,155.711794,10958.99999,1
10,St Petersburg,1377.56,5.0,150.913913,11746.59999,1
10,St Petersburg,4920.3,4.0,125.24825,10210.19999,1
10,St Petersburg,5099.72,6.0,115.62786,8665.79999,1
10,St Petersburg,2154.96,2.0,64.110283,7443.599991,1
10,St Petersburg,2918.22,2.0,57.905516,6748.599992,1
10,St Petersburg,3080.52,4.0,137.697805,10815.99999,1
10,St Petersburg,1664.12,2.0,72.502342,8143.999991,1
10,St Petersburg,4948.4,6.0,143.478506,9751.999989,1
10,St Petersburg,703.46,2.0,65.210856,7491.799991,1
10,St Petersburg,3553.98,2.0,54.021957,6567.599992,1
10,St Petersburg,3939.26,2.0,59.517124,7051.599992,1
10,St Petersburg,4109.3,5.0,130.213911,10218.33332,1
10,St Petersburg,2739.6,3.0,65.32117,6269.999993,1
10,St Petersburg,4458.52,5.0,135.604408,10249.99999,1
10,St Petersburg,4810.78,2.0,89.213602,10223.66665,1
10,St Petersburg,4258.2,5.0,136.555673,10815.99999,1
10,St Petersburg,2501.42,5.0,145.572672,11476.79999,1
10,St Petersburg,2100.02,5.0,126.753264,9325.999989,1
10,St Petersburg,1438.88,5.0,139.804671,11028.74999,1
10,St Petersburg,3749.22,2.0,58.830613,6884.599992,1
10,St Petersburg,4424.0,5.0,146.74559,11692.59999,1
10,St Petersburg,4087.8,2.0,54.259003,6081.999993,1
10,St Petersburg,2058.62,3.0,99.026914,10306.99999,1
10,St Petersburg,960.66,1.0,49.655069,6764.199992,1
10,St Petersburg,2617.1,5.0,136.814782,10494.66665,1
10,St Petersburg,921.3,1.0,61.870656,8839.99999,1
10,St Petersburg,3850.94,2.0,63.102066,7287.799992,1
10,St Petersburg,835.74,2.0,75.716322,9489.599989,1
10,St Petersburg,3219.44,2.0,84.88263,10826.79999,1
10,St Petersburg,1983.98,4.0,134.716254,11605.19999,1
10,St Petersburg,2043.38,2.0,88.361364,11155.99999,1
10,St Petersburg,3765.5,4.0,125.598689,11351.33332,1
10,St Petersburg,1480.34,2.0,69.037462,8812.79999,1
10,St Petersburg,3328.06,4.0,84.700484,7514.666658,1
10,St Petersburg,5034.52,6.0,162.604612,11413.53332,1
10,St Petersburg,4930.9,2.0,60.385268,6881.999992,1
10,St Petersburg,3942.66,3.0,111.374877,11626.59999,1
10,St Petersburg,1117.88,6.0,97.99766,9380.933323,1
10,St Petersburg,1046.46,2.0,98.551281,10534.99999,1
10,St Petersburg,1033.08,2.0,66.22369,9124.19999,1
10,St Petersburg,1749.98,5.0,135.214462,10694.99999,1
10,St Petersburg,4215.86,2.0,88.7862,11356.79999,1
10,St Petersburg,2202.06,2.0,63.691604,7243.799992,1
10,St Petersburg,4866.38,2.0,66.561943,7591.249991,1
10,St Petersburg,1767.48,2.0,63.546913,7297.599992,1
10,St Petersburg,2904.4,3.0,60.446838,5907.999993,1
10,St Petersburg,2505.42,3.0,82.964709,8712.39999,1
10,St Petersburg,2808.62,1.0,45.063962,6119.66666,1
10,St Petersburg,3235.9,2.0,77.57883,9984.999989,1
10,St Petersburg,4193.8,3.0,110.288158,11640.99999,1
10,St Petersburg,3020.04,6.0,135.017949,9938.799989,1
10,St Petersburg,712.52,2.0,72.951807,9092.99999,1
10,St Petersburg,896.84,1.0,46.419539,6369.199993,1
10,St Petersburg,1850.36,5.0,111.812541,8635.59999,1
10,St Petersburg,1952.42,2.0,59.067146,7225.599992,1
10,St Petersburg,2174.44,6.0,155.982705,10890.39999,1
10,St Petersburg,3743.84,2.0,89.446544,10349.99999,1
10,St Petersburg,2165.04,2.0,61.156438,6864.333325,1
10,St Petersburg,5221.38,5.0,149.39774,11747.39999,1
10,St Petersburg,1713.82,6.0,146.743538,9924.599989,1
10,St Petersburg,2703.24,3.0,71.354052,7141.799992,1
10,St Petersburg,4863.22,6.0,143.466961,9782.299989,1
10,St Petersburg,5185.2,2.0,93.216198,11314.19999,1
10,St Petersburg,2101.04,3.0,89.118168,8519.733324,1
10,St Petersburg,1863.04,6.0,163.848336,11459.46665,1
10,St Petersburg,2866.58,1.0,62.557167,8734.59999,1
10,St Petersburg,4502.04,1.0,70.667541,9862.399989,1
10,St Petersburg,1385.74,2.0,58.913733,7276.599992,1
10,St Petersburg,3718.62,6.0,163.823708,11341.19999,1
10,St Petersburg,3891.68,3.0,117.772052,10990.19999,1
10,St Petersburg,2086.42,4.0,141.211429,11146.99999,1
10,St Petersburg,909.74,1.0,56.403196,7280.799992,1
10,St Petersburg,1764.28,2.0,62.531769,7108.699992,1
10,St Petersburg,3098.18,5.0,149.112976,11706.99999,1
10,St Petersburg,1079.96,2.0,62.136949,7902.799991,1
10,St Petersburg,3308.16,2.0,47.14838,5521.199994,1
10,St Petersburg,2575.24,2.0,92.848314,10653.19999,1
10,St Petersburg,3880.04,4.0,117.391854,10683.79999,1
10,St Petersburg,3568.46,2.0,70.29427,9099.19999,1
10,St Petersburg,4015.48,2.0,83.420331,10633.59999,1
10,St Petersburg,1098.48,2.0,126.75057,11339.66665,1
10,St Petersburg,1729.8,2.0,65.139024,8264.999991,1
10,St Petersburg,1912.12,5.0,127.766484,9452.599989,1
10,St Petersburg,1872.66,3.0,119.930611,10802.66665,1
10,St Petersburg,4069.66,4.0,127.260066,11470.59999,1
10,St Petersburg,2798.98,1.0,45.06037,5996.199993,1
10,St Petersburg,1083.7,2.0,67.583885,9055.99999,1
10,St Petersburg,2037.9,5.0,101.776036,8755.99999,1
10,St Petersburg,4903.18,2.0,89.035561,11437.99999,1
10,St Petersburg,5134.3,5.0,148.215586,11749.99999,1
10,St Petersburg,3606.2,1.0,48.340539,6742.999992,1
10,St Petersburg,4801.74,6.0,135.373519,8891.59999,1
10,St Petersburg,1210.96,3.0,124.351373,11257.33332,1
10,St Petersburg,5203.14,2.0,58.671042,7540.333325,1
10,St Petersburg,4299.42,5.0,145.59884,11429.59999,1
10,St Petersburg,1731.26,2.0,94.572801,10247.73332,1
10,St Petersburg,1926.84,6.0,154.595316,10377.99999,1
10,St Petersburg,4699.08,5.0,153.043055,10503.99999,1
10,St Petersburg,986.72,1.0,45.242003,6432.799993,1
10,St Petersburg,2113.68,6.0,164.47379,11082.86665,1
10,St Petersburg,3186.22,5.0,150.504469,11846.99999,1
10,St Petersburg,2638.68,2.0,56.002987,6982.733325,1
10,St Petersburg,2974.5,1.0,57.114335,8008.999991,1
10,St Petersburg,1211.38,3.0,130.168759,11624.73332,1
10,St Petersburg,914.18,1.0,39.746836,5129.799994,1
10,St Petersburg,4840.98,2.0,81.492148,10636.79999,1
10,St Petersburg,2878.9,2.0,53.343142,6412.333326,1
10,St Petersburg,1562.08,4.0,129.428887,10067.35999,1
10,St Petersburg,3807.78,2.0,91.589197,10460.79999,1
10,St Petersburg,1441.32,5.0,136.702416,10355.73332,1
10,St Petersburg,1165.0,3.0,90.389342,9012.99999,1
10,St Petersburg,5235.62,5.0,134.108245,10680.39999,1
10,St Petersburg,1870.44,2.0,93.073046,10068.39999,1
10,St Petersburg,2661.14,2.0,63.517667,7463.999991,1
10,St Petersburg,2350.6,5.0,123.625868,9054.99999,1
10,St Petersburg,4315.2,2.0,65.440206,7318.599992,1
10,St Petersburg,4888.4,6.0,77.648097,8790.99999,1
10,St Petersburg,3124.48,6.0,151.24742,10239.53332,1
10,St Petersburg,3215.5,6.0,95.630531,8781.99999,1
10,St Petersburg,3543.94,3.0,62.378613,6117.999993,1
10,St Petersburg,4041.3,2.0,71.891255,9226.499989,1
10,St Petersburg,2785.24,2.0,55.882925,6575.399992,1
10,St Petersburg,3188.1,6.0,137.517712,8999.99999,1
10,St Petersburg,3421.58,4.0,53.9178,6205.999993,1
10,St Petersburg,4179.9,2.0,62.949679,7889.999991,1
10,St Petersburg,2000.22,5.0,138.00104,10844.19999,1
10,St Petersburg,2034.96,5.0,138.926906,10939.79999,1
10,St Petersburg,3420.26,4.0,56.106118,5714.199993,1
10,St Petersburg,1349.28,5.0,139.106231,10455.99999,1
10,St Petersburg,4854.86,2.0,79.898499,10203.49999,1
10,St Petersburg,1565.08,5.0,149.088348,11300.39999,1
10,St Petersburg,3660.48,2.0,81.936482,8455.99999,1
10,St Petersburg,3165.38,4.0,100.401475,9430.533323,1
10,St Petersburg,3288.54,2.0,65.872739,7978.199991,1
10,St Petersburg,2098.22,5.0,142.438221,11219.66665,1
10,St Petersburg,1163.08,5.0,145.015459,11185.19999,1
10,St Petersburg,2888.24,1.0,49.073228,6937.599992,1
10,St Petersburg,2201.16,2.0,77.882065,8830.39999,1
10,St Petersburg,3514.56,2.0,57.464774,6833.999992,1
10,St Petersburg,1326.98,2.0,65.084636,7369.599992,1
10,St Petersburg,871.76,1.0,72.071349,10499.69999,1
10,St Petersburg,719.14,1.0,46.262534,6212.599993,1
10,St Petersburg,3107.66,1.0,55.80904,7821.399991,1
10,St Petersburg,3116.08,1.0,56.679493,7972.199991,1
10,St Petersburg,1699.56,2.0,93.427077,11599.39999,1
10,St Petersburg,4519.66,3.0,107.485161,11233.39999,1
10,St Petersburg,4273.12,4.0,98.095352,8524.99999,1
10,St Petersburg,854.66,1.0,46.389267,6182.26666,1
10,St Petersburg,2934.7,3.0,78.964166,8915.99999,1
10,St Petersburg,1462.92,5.0,148.9375,11718.79999,1
10,St Petersburg,855.5,1.0,43.550867,5708.999993,1
10,St Petersburg,3137.0,2.0,80.385419,8845.333323,1
10,St Petersburg,3157.92,3.0,108.499535,11505.79999,1
10,St Petersburg,1173.92,5.0,145.510589,11449.73332,1
10,St Petersburg,5168.3,2.0,87.01297,9793.999989,1
10,St Petersburg,2353.3,2.0,56.620232,6339.799993,1
10,St Petersburg,3058.38,5.0,153.09864,10673.39999,1
10,St Petersburg,4563.58,2.0,67.525291,7632.199991,1
10,St Petersburg,995.84,3.0,92.602032,9768.799989,1
10,St Petersburg,1760.28,2.0,62.090771,7892.399991,1
10,St Petersburg,3973.5,6.0,151.176101,10256.99999,1
10,St Petersburg,3173.06,2.0,95.171061,11060.99999,1
10,St Petersburg,804.98,3.0,81.724064,8269.399991,1
10,St Petersburg,3315.22,2.0,50.106073,5711.199993,1
10,St Petersburg,837.44,3.0,83.894937,7850.199991,1
10,St Petersburg,4123.62,2.0,70.715258,7980.799991,1
10,St Petersburg,1713.6,6.0,149.423907,10152.33332,1
10,St Petersburg,5241.6,2.0,61.388354,7013.666659,1
10,St Petersburg,3992.7,2.0,67.635194,7609.999991,1
10,St Petersburg,4983.32,4.0,126.716707,9969.499989,1
10,St Petersburg,4163.52,6.0,93.62872,8817.59999,1
10,St Petersburg,4752.24,2.0,78.760984,9050.19999,1
10,St Petersburg,3926.44,4.0,83.428027,7988.799991,1
10,St Petersburg,1300.84,6.0,163.727247,11486.39999,1
10,St Petersburg,1877.02,5.0,151.301807,11160.99999,1
10,St Petersburg,1408.96,2.0,118.289244,10669.99999,1
10,St Petersburg,5205.5,2.0,101.349661,10833.59999,1
10,St Petersburg,1726.18,3.0,80.931344,8469.59999,1
10,St Petersburg,1568.38,2.0,73.742988,8408.19999,1
10,St Petersburg,1066.68,5.0,152.509359,10635.19999,1
10,St Petersburg,964.12,1.0,45.211218,6191.399993,1
10,St Petersburg,922.88,1.0,46.725852,5891.199993,1
10,St Petersburg,1507.22,2.0,62.555243,7496.599991,1
10,St Petersburg,5174.12,5.0,144.803041,11356.34999,1
10,St Petersburg,2563.8,5.0,143.049436,11225.49999,1
10,St Petersburg,2148.38,4.0,134.406862,10739.19999,1
10,St Petersburg,5068.6,3.0,119.653031,10956.79999,1
10,St Petersburg,3580.7,4.0,91.963238,8740.99999,1
10,St Petersburg,1142.84,2.0,76.785084,9722.399989,1
10,St Petersburg,5126.0,2.0,71.616753,8352.99999,1
10,St Petersburg,4721.12,5.0,147.124249,11538.59999,1
10,St Petersburg,4820.06,4.0,125.282422,11355.99999,1
10,St Petersburg,4401.28,2.0,51.962423,6512.199993,1
10,St Petersburg,3658.7,2.0,60.398095,7366.499992,1
10,St Petersburg,1280.5,3.0,63.409919,7967.999991,1
10,St Petersburg,1142.94,2.0,78.668115,9398.399989,1
10,St Petersburg,3169.98,2.0,56.724902,6557.399993,1
10,St Petersburg,4528.8,2.0,55.355728,6879.499992,1
10,St Petersburg,3469.32,2.0,54.215519,6605.199992,1
10,St Petersburg,1079.28,2.0,59.778798,6989.199992,1
10,St Petersburg,3048.68,1.0,67.958439,9697.599989,1
10,St Petersburg,1201.6,2.0,83.035515,9349.999989,1
10,St Petersburg,1354.6,2.0,53.633036,6673.666659,1
10,St Petersburg,3585.2,2.0,67.758335,8249.999991,1
10,St Petersburg,818.94,2.0,72.885105,8299.759991,1
10,St Petersburg,2495.1,2.0,79.715839,10153.33332,1
10,St Petersburg,3723.78,2.0,62.46789,7105.999992,1
10,St Petersburg,3807.8,2.0,91.139733,10410.99999,1
10,St Petersburg,2451.56,2.0,69.39611,7847.599991,1
10,St Petersburg,3050.84,1.0,55.145105,7251.533325,1
10,St Petersburg,2040.14,2.0,56.203092,6420.999993,1
10,St Petersburg,3031.74,5.0,143.350747,11286.19999,1
10,St Petersburg,2932.38,1.0,73.34945,10432.73332,1
10,St Petersburg,2592.82,1.0,55.768507,8075.399991,1
10,St Petersburg,4068.12,3.0,103.624691,11047.39999,1
10,St Petersburg,2175.18,6.0,160.491204,11224.66665,1
10,St Petersburg,1517.54,2.0,70.174977,7858.999991,1
10,St Petersburg,3393.78,2.0,54.930122,6750.199992,1
10,St Petersburg,3425.3,3.0,77.340244,7929.999991,1
10,St Petersburg,1001.9,2.0,92.240305,10302.99999,1
10,St Petersburg,2660.18,2.0,63.690064,7481.599991,1
10,St Petersburg,4346.9,6.0,156.791844,11001.33332,1
10,St Petersburg,3609.58,2.0,67.536681,7566.399991,1
10,St Petersburg,2648.84,2.0,66.618255,7650.599991,1
10,St Petersburg,3619.28,2.0,58.532509,7323.133325,1
10,St Petersburg,4566.66,2.0,69.485388,7797.999991,1
10,St Petersburg,3627.14,1.0,76.0134,11137.39999,1
10,St Petersburg,3661.14,3.0,89.143822,9221.866656,1
10,St Petersburg,5222.0,6.0,154.21871,10933.99999,1
10,St Petersburg,843.08,2.0,66.471512,7480.599991,1
10,St Petersburg,4023.56,3.0,68.143151,7639.799991,1
10,St Petersburg,3936.12,2.0,59.945039,7187.333325,1
10,St Petersburg,4739.16,6.0,154.149443,10397.99999,1
10,St Petersburg,5071.1,5.0,148.084749,11618.19999,1
10,St Petersburg,3065.36,2.0,94.903229,10934.66665,1
10,St Petersburg,4055.02,2.0,68.632636,8315.39999,1
10,St Petersburg,2604.28,1.0,52.390338,6793.999992,1
10,St Petersburg,4674.5,5.0,141.241444,11115.66665,1
10,St Petersburg,4582.72,3.0,117.146342,10546.99999,1
10,St Petersburg,1093.8,5.0,66.419177,7554.999991,1
10,St Petersburg,3505.42,2.0,47.975734,5809.199993,1
10,St Petersburg,2376.06,5.0,139.489507,10982.59999,1
10,St Petersburg,3573.8,2.0,62.492518,7942.799991,1
10,St Petersburg,1925.4,6.0,163.977634,11460.99999,1
10,St Petersburg,1689.52,5.0,151.590676,11864.59999,1
10,St Petersburg,1008.38,1.0,46.504583,6148.199993,1
10,St Petersburg,3374.5,2.0,72.241437,8583.49999,1
10,St Petersburg,2772.28,1.0,57.138963,8018.199991,1
10,St Petersburg,3376.3,3.0,81.003689,8266.999991,1
10,St Petersburg,3071.2,5.0,108.475676,8235.999991,1
10,St Petersburg,3750.3,2.0,62.794214,8129.999991,1
10,St Petersburg,3625.68,1.0,54.917294,7503.266658,1
10,St Petersburg,1046.4,2.0,97.419924,10696.99999,1
10,St Petersburg,1520.24,2.0,82.124272,10470.99999,1
10,St Petersburg,2842.86,3.0,68.134428,6638.533326,1
10,St Petersburg,2485.28,4.0,144.576769,11397.39999,1
10,St Petersburg,1635.26,2.0,61.436584,7629.999991,1
10,St Petersburg,4612.6,5.0,141.504402,11228.99999,1
10,St Petersburg,4473.0,6.0,164.462502,11480.99999,1
10,St Petersburg,3818.7,4.0,139.557234,11095.33332,1
10,St Petersburg,4055.2,2.0,69.510529,8096.333324,1
10,St Petersburg,2757.28,2.0,79.83898,8775.19999,1
10,St Petersburg,3153.64,2.0,65.590284,7474.299991,1
10,St Petersburg,2321.42,2.0,67.742943,7725.399991,1
10,St Petersburg,5201.4,4.0,83.966769,8365.19999,1
10,St Petersburg,4130.26,2.0,96.296262,10487.39999,1
10,St Petersburg,2961.3,1.0,69.228331,10121.33332,1
10,St Petersburg,3903.5,3.0,113.639902,11146.99999,1
10,St Petersburg,893.02,3.0,73.375104,7832.999991,1
10,St Petersburg,3122.46,5.0,146.333068,11461.49999,1
10,St Petersburg,3891.02,3.0,107.23734,11434.79999,1
10,St Petersburg,3439.62,1.0,45.707245,6215.199993,1
10,St Petersburg,3400.46,2.0,64.279602,7913.999991,1
10,St Petersburg,2749.36,2.0,63.820902,7324.599992,1
10,St Petersburg,4315.78,2.0,61.475066,7276.333325,1
10,St Petersburg,4000.56,2.0,79.056522,9166.59999,1
10,St Petersburg,3680.74,2.0,61.293433,6927.999992,1
10,St Petersburg,4089.5,2.0,64.041016,8392.333324,1
10,St Petersburg,1999.92,5.0,135.345812,10695.99999,1
10,St Petersburg,1903.12,6.0,94.752895,8932.466656,1
10,St Petersburg,2239.0,6.0,163.469677,11024.99999,1
10,St Petersburg,1682.14,2.0,75.947725,9655.599989,1
10,St Petersburg,3532.7,2.0,66.311428,8342.99999,1
10,St Petersburg,1285.64,3.0,136.948185,10859.39999,1
10,St Petersburg,4957.94,5.0,138.385856,10556.49999,1
10,St Petersburg,3250.58,5.0,154.540416,10897.39999,1
10,St Petersburg,1898.38,5.0,138.672159,10880.59999,1
10,St Petersburg,4508.82,4.0,128.75546,11592.99999,1
10,St Petersburg,1460.6,4.0,127.568945,11480.99999,1
10,St Petersburg,5100.3,4.0,93.094596,8891.99999,1
10,St Petersburg,1940.06,5.0,145.240192,11039.79999,1
10,St Petersburg,1729.7,2.0,63.635677,8062.999991,1
10,St Petersburg,5130.68,2.0,102.408673,10836.79999,1
10,St Petersburg,4175.2,5.0,142.497226,10833.99999,1
10,St Petersburg,1568.56,2.0,71.56801,8188.399991,1
10,St Petersburg,4126.26,2.0,79.41517,9088.79999,1
10,St Petersburg,3149.56,6.0,162.683114,11131.19999,1
10,St Petersburg,2285.2,4.0,133.818351,10645.66665,1
10,St Petersburg,4419.08,3.0,104.508227,10968.39999,1
10,St Petersburg,2792.68,1.0,49.859791,6329.999993,1
10,St Petersburg,4314.3,2.0,76.466713,8637.99999,1
10,St Petersburg,2044.24,3.0,102.47794,10863.79999,1
10,St Petersburg,987.4,1.0,45.200443,6577.999992,1
10,St Petersburg,1550.12,6.0,159.668212,11166.53332,1
10,St Petersburg,4950.42,6.0,83.908277,8463.39999,1
10,St Petersburg,4370.0,2.0,56.325463,7090.499992,1
10,St Petersburg,5130.0,2.0,87.838014,10670.39999,1
10,St Petersburg,894.34,2.0,66.219073,8086.399991,1
10,St Petersburg,4445.38,4.0,134.955763,10582.19999,1
10,St Petersburg,758.54,2.0,66.207785,8210.199991,1
10,St Petersburg,1599.24,5.0,141.804558,10623.79999,1
10,St Petersburg,3394.14,2.0,58.538153,7163.799992,1
10,St Petersburg,3551.5,2.0,67.000248,8744.99999,1
10,St Petersburg,895.58,2.0,51.937795,6601.399992,1
10,St Petersburg,3822.62,6.0,121.186137,8804.39999,1
10,St Petersburg,4060.88,2.0,70.080056,7925.266658,1
10,St Petersburg,2398.18,4.0,128.357561,11594.59999,1
10,St Petersburg,853.78,1.0,44.642204,6040.599993,1
10,St Petersburg,4952.3,2.0,65.269348,8504.59999,1
10,St Petersburg,1978.1,2.0,53.912669,6127.66666,1
10,St Petersburg,3438.68,1.0,40.410258,5467.999994,1
10,St Petersburg,963.08,1.0,46.849763,6139.399993,1
10,St Petersburg,779.16,2.0,60.149248,7367.999992,1
10,St Petersburg,5160.56,6.0,163.936587,11312.79999,1
10,St Petersburg,1381.76,2.0,67.608001,7747.799991,1
10,St Petersburg,3686.56,2.0,66.30912,8573.19999,1
10,St Petersburg,1349.94,5.0,130.607962,9789.599989,1
10,St Petersburg,1499.96,5.0,129.073318,10058.99999,1
10,St Petersburg,2788.02,1.0,50.826448,6788.199992,1
10,St Petersburg,3158.34,3.0,114.976752,10492.59999,1
10,St Petersburg,1066.38,5.0,150.485998,11000.99999,1
10,St Petersburg,4261.1,5.0,148.442627,10094.99999,1
10,St Petersburg,779.34,2.0,61.649515,7580.533325,1
